gen_id    pul_id   jbrowseTag orientation number
642809522	56	REG	+	1	
642809523	56	Trans	+	2	
642809524	56	SusD	+	3	
642809525	56	other	+	4	
642809526	56	GH	+	5	
642809527	56	GH	+	6	
642809528	56	GH	+	7	
642809556	57	REG	+	1	
642809557	57	other	+	2	
642809558	57	CE	+	3	
642809559	57	other	+	4	
642809560	57	Trans	+	5	
642809561	57	SusD	+	6	
642809562	57	other	+	7	
642809563	57	GH	+	8	
642809564	57	other	+	9	
642809565	57	GH	+	10	
642809566	57	Sulf	+	11	
642809567	57	GH	+	12	
642809568	57	Sulf	+	13	
642809628	58	REG	+	1	
642809629	58	GH	+	2	
642809630	58	other	+	3	
642809631	58	GH	+	4	
642809632	58	GH	+	5	
642809633	58	other	+	6	
642809634	58	other	-	7	
642809635	58	other	-	8	
642809636	58	GH	-	9	
642809637	58	SusD	-	10	
642809638	58	Trans	-	11	
642809652	59	GH	+	1	
642809653	59	GH	+	2	
642809654	59	REG	-	3	
642809655	59	other	-	4	
642809656	59	Trans	+	5	
642809657	59	SusD	+	6	
642809658	59	GH	+	7	
642809659	59	PL	+	8	
642809660	59	REG	-	9	
642809661	59	GH	+	10	
642809662	59	Trans	+	11	
642809663	59	SusD	+	12	
642809664	59	other	+	13	
642809665	59	GH	+	14	
642809666	59	GH	+	15	
642809667	59	GH	+	16	
642809668	59	GH	+	17	
642809669	59	GH	+	18	
642809670	59	GH	+	19	
642809671	59	other	+	20	
642809672	59	REG	+	21	
642809673	59	Trans	+	22	
642809674	59	SusD	+	23	
642809675	59	other	+	24	
642809676	59	GH	+	25	
642809677	60	GH	-	1	
642809678	60	PL	-	2	
642809679	60	GH	-	3	
642809680	60	GH	-	4	
642809681	60	other	-	5	
642809682	60	GH	-	6	
642809683	60	GH	-	7	
642809684	60	SusD	-	8	
642809685	60	Trans	-	9	
642809686	60	other	-	10	
642809695	61	CE	-	1	
642809696	61	other	-	2	
642809697	61	GH	-	3	
642809698	61	GH	-	4	
642809699	61	GH	-	5	
642809700	61	other	-	6	
642809701	61	other	-	7	
642809702	61	SusD	-	8	
642809703	61	Trans	-	9	
642809704	61	REG	-	10	
642809705	61	REG	-	11	
642809747	62	GH	+	1	
642809748	62	Trans	+	2	
642809749	62	SusD	+	3	
642809750	62	other	+	4	
642809751	62	GH	+	5	
642809752	62	GH	+	6	
642809753	62	other	+	7	
642809754	62	Sulf	+	8	
642809755	62	GH	+	9	
642809756	62	other	+	10	
642809826	64	GH	+	1	
642809827	64	other	-	2	
642809828	64	other	+	3	
642809829	64	REG	-	4	
642809830	64	other	+	5	
642809831	64	Trans	+	6	
642809832	64	SusD	+	7	
642809833	64	GH	+	8	
642810062	66	REG	+	1	
642810063	66	Trans	+	2	
642810064	66	SusD	+	3	
642810065	66	other	+	4	
642810066	66	GH	+	5	
642810067	66	GH	+	6	
642810068	66	GH	+	7	
642810612	69	other	-	1	
642810613	69	other	-	2	
642810614	69	GH	-	3	
642810615	69	GH	-	4	
642810616	69	other	-	5	
642810617	69	other	-	6	
642810618	69	other	-	7	
642810619	69	other	-	8	
642810620	69	other	-	9	
642810621	69	GH	-	10	
642810622	69	SusD	-	11	
642810623	69	Trans	-	12	
642810807	70	other	+	1	
642810808	70	Trans	+	2	
642810809	70	SusD	+	3	
642810810	70	GH	-	4	
642810811	70	other	-	5	
642810812	70	other	-	6	
642810813	70	other	-	7	
642810814	70	other	-	8	
642810815	70	other	-	9	
642810816	70	other	-	10	
642810817	70	CE	-	11	
642810818	70	other	-	12	
642810819	70	other	-	13	
642810820	70	other	-	14	
642810821	70	other	-	15	
642810822	70	other	-	16	
642810823	70	SusD	-	17	
642810824	70	Trans	-	18	
642810825	70	ROK	-	19	
642810826	70	other	-	20	
642810827	70	Trans	-	21	
642810828	70	other	-	22	
642810878	72	GH	-	1	
642810879	72	GH	-	2	
642810880	72	GH	-	3	
642810881	72	REG	+	4	
642810882	72	other	-	5	
642810883	72	other	+	6	
642810884	72	Trans	+	7	
642810885	72	SusD	+	8	
642810886	72	Trans	+	9	
642810887	72	SusD	+	10	
642810888	72	other	+	11	
642810889	72	GH	+	12	
642810890	72	ROK	+	13	
642810891	72	other	+	14	
642810892	72	other	+	15	
642810893	72	other	+	16	
642810894	72	other	+	17	
642810895	72	other	+	18	
642810896	72	GH	+	19	
642810897	72	GH	+	20	
642810898	72	GH	+	21	
642810899	72	other	+	22	
642810900	72	other	+	23	
642810901	72	GH	+	24	
642810915	73	REG	+	1	
642810916	73	GH	-	2	
642810917	73	Trans	+	3	
642810918	73	SusD	+	4	
642810919	73	Trans	+	5	
642810920	73	SusD	+	6	
642810921	73	other	+	7	
642810922	73	GH	+	8	
642810923	73	GH	+	9	
642810924	73	REG	+	10	
642810925	73	other	+	11	
642810926	73	other	+	12	
642810927	73	other	+	13	
642810941	74	PL	-	1	
642810942	74	GH	-	2	
642810943	74	GH	-	3	
642810944	74	GH	-	4	
642810945	74	other	+	5	
642810946	74	REG	-	6	
642810947	74	other	+	7	
642810948	74	other	-	8	
642810949	74	GH	-	9	
642810950	74	GH	-	10	
642810951	74	PL	-	11	
642810952	74	other	+	12	
642810953	74	Trans	+	13	
642810954	74	SusD	+	14	
642810955	74	other	+	15	
642810956	74	CE	+	16	
642810965	75	GH	-	1	
642810966	75	SusD	-	2	
642810967	75	Trans	-	3	
642810968	75	other	-	4	
642810969	75	GH	-	5	
642810970	75	GH	-	6	
642810971	75	REG	+	7	
642811100	77	PL	+	1	
642811101	77	PL	+	2	
642811102	77	GH	-	3	
642811103	77	Int	+	4	
642811104	77	other	-	5	
642811105	77	Trans	+	6	
642811106	77	SusD	+	7	
642811107	77	other	+	8	
642811108	77	other	+	9	
642811109	77	Trans	+	10	
642811110	77	Trans	+	11	
642811111	77	SusD	+	12	
642811117	78	other	-	1	
642811118	78	other	-	2	
642811119	78	other	-	3	
642811120	78	Trans	-	4	
642811121	78	other	-	5	
642811122	78	other	-	6	
642811123	78	SusD	-	7	
642811124	78	Trans	-	8	
642811125	78	other	-	9	
642811126	78	GH	-	10	
642811127	78	PL	-	11	
642811128	78	GH	-	12	
642811129	78	other	-	13	
642811130	78	GH	-	14	
642811131	78	GH	-	15	
642811132	78	REG	-	16	
642811133	78	GH	-	17	
642811234	79	GH	-	1	
642811235	79	other	+	2	
642811236	79	other	-	3	
642811237	79	GH	-	4	
642811238	79	GH	-	5	
642811239	79	other	-	6	
642811240	79	other	-	7	
642811241	79	other	-	8	
642811242	79	SusD	-	9	
642811243	79	Trans	-	10	
642811244	79	other	+	11	
642811245	79	other	+	12	
642811246	79	other	+	13	
642811247	79	GH	-	14	
642811248	79	GH	-	15	
642811249	79	GH	-	16	
642811303	80	other	-	1	
642811304	80	GH	-	2	
642811305	80	Trans	-	3	
642811306	80	ROK	+	4	
642811307	80	GH	-	5	
642811308	80	Trans	+	6	
642811309	80	SusD	+	7	
642811310	80	other	+	8	
642811311	80	GH	+	9	
642811672	81	REG	+	1	
642811673	81	REG	+	2	
642811674	81	other	+	3	
642811675	81	Trans	+	4	
642811676	81	SusD	+	5	
642811677	81	other	+	6	
642811678	81	other	+	7	
642811679	81	GH	+	8	
642811704	82	Trans	+	1	
642811705	82	SusD	+	2	
642811706	82	other	+	3	
642811707	82	GH	+	4	
642811803	83	GH	-	1	
642811804	83	GH	-	2	
642811805	83	other	-	3	
642811806	83	other	-	4	
642811807	83	other	-	5	
642811808	83	SusD	-	6	
642811809	83	Trans	-	7	
642811810	83	SusD	-	8	
642811811	83	Trans	-	9	
642811812	83	other	-	10	
642811813	83	GH	-	11	
642811814	83	REG	-	12	
642812276	84	GH	-	1	
642812277	84	other	+	2	
642812278	84	other	+	3	
642812279	84	GH	-	4	
642812280	84	GH	-	5	
642812281	84	other	-	6	
642812282	84	SusD	-	7	
642812283	84	Trans	-	8	
642812303	85	REG	-	1	
642812304	85	Trans	+	2	
642812305	85	SusD	+	3	
642812306	85	other	+	4	
642812307	85	GH	+	5	
642812308	85	other	-	6	
642812309	85	GH	+	7	
642812310	85	other	+	8	
642812311	85	Trans	+	9	
642812312	85	GH	+	10	
642812313	85	GH	+	11	
642812314	85	other	+	12	
642812315	85	GH	+	13	
642812316	85	other	-	14	
642812317	85	Pept	+	15	
642812318	85	REG	+	16	
642812319	85	other	-	17	
642812320	85	GH	-	18	
642812321	85	GH	-	19	
642812322	85	other	-	20	
642812323	85	GH	-	21	
642812324	85	other	-	22	
642812325	85	GH	-	23	
642812326	85	other	-	24	
642812327	85	SusD	-	25	
642812328	85	Trans	-	26	
642812329	85	SusD	-	27	
642812330	85	Trans	-	28	
642812331	85	other	+	29	
642812332	85	other	-	30	
642812333	85	GH	-	31	
642812349	86	GH	-	1	
642812350	86	GH	-	2	
642812351	86	Trans	-	3	
642812352	86	GH	-	4	
642812353	86	GH	-	5	
642812354	86	GH	-	6	
642812355	86	other	-	7	
642812356	86	other	-	8	
642812357	86	SusD	-	9	
642812358	86	Trans	-	10	
642812359	86	GH	-	11	
642812360	86	REG	-	12	
642812361	86	REG	-	13	
642812386	87	CE	-	1	
642812387	87	GH	-	2	
642812388	87	GH	-	3	
642812389	87	other	-	4	
642812390	87	GH	+	5	
642812391	87	other	+	6	
642812392	87	other	-	7	
642812393	87	SusD	-	8	
642812394	87	Trans	-	9	
642812395	87	Int	+	10	
642812396	87	Trans	+	11	
642812397	87	SusD	+	12	
642812398	87	PL	+	13	
642812399	87	PL	+	14	
642812400	87	GH	+	15	
642812401	87	PL	+	16	
642812402	87	GH	+	17	
642812403	87	GH	+	18	
642812404	87	other	+	19	
642812517	88	REG	+	1	
642812518	88	other	-	2	
642812519	88	SusD	-	3	
642812520	88	Trans	-	4	
642812521	88	CE	-	5	
642812522	88	PL	-	6	
642812523	88	Trans	-	7	
642812549	89	GH	+	1	
642812550	89	other	+	2	
642812551	89	GH	+	3	
642812552	89	other	+	4	
642812553	89	GH	+	5	
642812554	89	Trans	+	6	
642812555	89	SusD	+	7	
642812556	89	other	+	8	
642812557	89	Trans	+	9	
642812558	89	SusD	+	10	
642812559	89	REG	-	11	
642812560	89	other	+	12	
642812561	89	other	-	13	
642812562	89	CE	-	14	
642812563	89	CE	-	15	
642812564	89	other	+	16	
642812565	89	CE	-	17	
642812566	89	GH	-	18	
642812856	94	GH	-	1	
642812857	94	GH	-	2	
642812858	94	PL	-	3	
642812859	94	other	-	4	
642812860	94	other	-	5	
642812861	94	GH	-	6	
642812862	94	other	+	7	
642812863	94	other	-	8	
642812864	94	GH	-	9	
642812865	94	GH	-	10	
642812866	94	CBM	-	11	
642812867	94	GH	-	12	
642812868	94	other	-	13	
642812869	94	SusD	-	14	
642812870	94	Trans	-	15	
642812871	94	other	-	16	
642812872	94	GH	-	17	
642812899	95	REG	+	1	
642812900	95	REG	+	2	
642812901	95	Trans	+	3	
642812902	95	SusD	+	4	
642812903	95	Sulf	+	5	
642812904	95	other	-	6	
642812905	95	GH	+	7	
642812906	95	GH	+	8	
642812907	95	GH	+	9	
642812908	95	GH	+	10	
642813044	96	GH	+	1	
642813045	96	other	+	2	
642813046	96	other	+	3	
642813047	96	GH	+	4	
642813048	96	Trans	+	5	
642813049	96	SusD	+	6	
642813050	96	Trans	+	7	
642813051	96	SusD	+	8	
642813052	96	other	+	9	
642813053	96	other	-	10	
642813054	96	GH	-	11	
642813055	96	Trans	-	12	
642813056	96	other	-	13	
642813057	96	ROK	-	14	
642813058	96	REG	-	15	
644164952	113	Trans	+	1	
644164953	113	SusD	+	2	
644164954	113	other	+	3	
644164955	113	Sulf	+	4	
644164956	113	GH	+	5	
644164957	113	Sulf	+	6	
644164958	113	GH	+	7	
644164959	113	Sulf	+	8	
644164960	113	Sulf	+	9	
644164961	113	GH	+	10	
644164962	113	other	+	11	
644164963	113	other	+	12	
644164964	113	other	+	13	
644164980	114	REG	+	1	
644164981	114	GH	+	2	
644164982	114	other	-	3	
644164983	114	Trans	+	4	
644164984	114	Trans	+	5	
644164985	114	SusD	+	6	
644164986	114	GH	+	7	
644164987	114	GH	+	8	
644165561	116	Trans	+	1	
644165562	116	SusD	+	2	
644165563	116	other	+	3	
644165564	116	ROK	+	4	
644165565	116	GH	+	5	
644165566	116	REG	+	6	
644165607	117	other	-	1	
644165608	117	Sulf	-	2	
644165609	117	PL	-	3	
644165610	117	GH	-	4	
644165611	117	SusD	-	5	
644165612	117	Trans	-	6	
644165613	117	ROK	-	7	
644165614	117	REG	-	8	
644165615	117	other	-	9	
644165616	117	Sulf	+	10	
644165617	117	PL	+	11	
644165641	119	Trans	+	1	
644165642	119	SusD	+	2	
644165643	119	other	+	3	
644165644	119	other	+	4	
644165645	119	other	+	5	
644165646	119	other	+	6	
644165647	119	Trans	+	7	
644165648	119	SusD	+	8	
644165649	119	other	+	9	
644165650	119	other	+	10	
644165651	119	other	-	11	
644165652	119	GH	-	12	
644165653	119	other	+	13	
644165654	119	REG	+	14	
644165666	120	GH	+	1	
644165667	120	Trans	+	2	
644165668	120	SusD	+	3	
644165669	120	other	+	4	
644165670	120	other	+	5	
644165671	120	GH	+	6	
644165675	121	Trans	+	1	
644165676	121	other	+	2	
644165677	121	SusD	+	3	
644165678	121	Trans	+	4	
644165679	121	SusD	+	5	
644165680	121	CBM	+	6	
644165681	121	GH	+	7	
644165682	121	GH	+	8	
644165687	122	GH	+	1	
644165688	122	other	+	2	
644165689	122	Trans	+	3	
644165690	122	SusD	+	4	
644165691	122	GH	+	5	
644165692	122	GH	+	6	
644165693	122	GH	+	7	
644165694	122	GH	+	8	
644165695	122	GH	+	9	
644165696	122	GH	+	10	
644165697	122	GH	+	11	
644165698	122	GH	+	12	
644165699	122	GH	+	13	
644165700	122	GH	+	14	
644165706	123	REG	-	1	
644165707	123	other	-	2	
644165708	123	Trans	+	3	
644165709	123	SusD	+	4	
644165710	123	GH	+	5	
644165711	123	GH	+	6	
644165712	123	PL	+	7	
644165788	124	GH	-	1	
644165789	124	GH	-	2	
644165790	124	GH	-	3	
644165791	124	other	-	4	
644165792	124	other	-	5	
644165793	124	GH	-	6	
644165794	124	other	-	7	
644165795	124	REG	-	8	
644165796	124	other	-	9	
644165797	124	SusD	-	10	
644165798	124	Trans	-	11	
644166001	126	PL	-	1	
644166002	126	other	+	2	
644166003	126	SusD	-	3	
644166004	126	Trans	-	4	
644166005	126	Sulf	-	5	
644166006	126	GH	-	6	
644166007	126	REG	-	7	
644166040	127	Trans	+	1	
644166041	127	SusD	+	2	
644166042	127	other	+	3	
644166043	127	other	-	4	
644166044	127	REG	+	5	
644166045	127	GH	+	6	
644166046	127	GH	+	7	
644166047	127	GH	+	8	
644166048	127	GH	+	9	
644166049	127	other	-	10	
644166050	127	other	-	11	
644166051	127	GH	-	12	
644166076	128	other	-	1	
644166077	128	GH	-	2	
644166078	128	GH	-	3	
644166079	128	other	-	4	
644166080	128	other	-	5	
644166081	128	SusD	-	6	
644166082	128	Trans	-	7	
644166083	128	other	-	8	
644166084	128	other	-	9	
644166085	128	other	+	10	
644166086	128	GH	-	11	
644166087	128	GH	-	12	
644166088	128	GH	-	13	
644166089	128	other	+	14	
644166090	128	other	-	15	
644166091	128	GH	-	16	
644166151	129	GH	-	1	
644166152	129	other	-	2	
644166153	129	GH	-	3	
644166154	129	other	-	4	
644166155	129	SusD	-	5	
644166156	129	Trans	-	6	
644166157	129	REG	-	7	
644166197	133	Trans	+	1	
644166198	133	SusD	+	2	
644166199	133	other	+	3	
644166200	133	GH	+	4	
644166201	133	GH	+	5	
644166202	134	GH	-	1	
644166203	134	GH	-	2	
644166204	134	other	-	3	
644166205	134	GH	-	4	
644166206	134	GH	-	5	
644166207	134	SusD	-	6	
644166208	134	Trans	-	7	
644166219	135	Trans	+	1	
644166220	135	SusD	+	2	
644166221	135	GH	+	3	
644166222	135	other	+	4	
644166223	135	GH	+	5	
644166224	135	other	+	6	
644166225	135	CE	+	7	
644166247	137	GH	+	1	
644166248	137	GH	+	2	
644166249	137	other	-	3	
644166250	137	GH	-	4	
644166251	137	SusD	-	5	
644166252	137	Trans	-	6	
644166253	137	REG	+	7	
644166254	137	GH	-	8	
644166259	138	REG	+	1	
644166260	138	GH	+	2	
644166261	138	other	+	3	
644166262	138	GH	+	4	
644166263	138	GH	+	5	
644166264	138	Trans	+	6	
644166265	138	SusD	+	7	
644166266	138	other	+	8	
644166267	138	GH	+	9	
644166288	140	GH	-	1	
644166289	140	GH	-	2	
644166290	140	GH	-	3	
644166291	140	GH	-	4	
644166292	140	Sulf	-	5	
644166293	140	SusD	-	6	
644166294	140	Trans	-	7	
644166295	140	other	-	8	
644166296	140	REG	+	9	
644166297	140	GH	-	10	
644166298	140	other	-	11	
644166299	140	other	-	12	
644166300	140	GH	-	13	
644166301	140	GH	-	14	
